abler	-10.282494109222391	VB:abler,VBD:ablered,VBG:abler,VBN:abler,VBZ:ableres,JJ:abler,NN:abler,NNS:ableres
ablet	-10.282494109222391	VB:ablet,VBD:ablet,VBG:ableting,VBN:ablet,VBZ:ablets,JJ:ablet,NN:ablet,NNS:ablets
menth	-11.042107762982315	VB:menth,VBD:menthed,VBG:menthing,VBN:menthed,VBZ:menths,JJ:menth,NN:menth,NNS:menths
mande	-11.287611454123589	VB:mande,VBD:manded,VBG:manding,VBN:manded,VBZ:mande,JJ:mand,NN:mand,NNS:mands
mando	-11.287611454123589	VB:mando,VBD:mandoed,VBG:mandoing,VBN:mandoed,VBZ:mandoes,JJ:mando,NN:mando,NNS:mandoes
manda	-11.287611454123589	VB:manda,VBD:manda,VBG:manda,VBN:manda,VBZ:manda,JJ:manda,NN:manda,NNS:manda
sterd	-11.448780319199743	VB:sterd,VBD:sterd,VBG:sterd,VBN:sterd,VBZ:sterd,JJ:sterd,NN:sterd,NNS:sterds
prous	-11.490608176309907	VB:prous,VBD:prous,VBG:prous,VBN:prous,VBZ:prous,JJ:proust,NN:proust,NNS:prouses
trane	-11.508045279333547	VB:trane,VBD:tranes,VBG:trane,VBN:trane,VBZ:trane,JJ:trane,NN:tranee,NNS:trane
conit	-11.596330123290986	VB:conit,VBD:conit,VBG:conit,VBN:conit,VBZ:conit,JJ:conit,NN:conit,NNS:conit
comin	-11.61584238923573	VB:comin,VBD:comined,VBG:comining,VBN:comined,VBZ:comins,JJ:cominy,NN:comin,NNS:comins
comid	-11.61584238923573	VB:comid,VBD:comided,VBG:coming,VBN:comided,VBZ:comides,JJ:comid,NN:comid,NNS:comides
prost	-11.625150299688736	VB:prost,VBD:prosted,VBG:prosting,VBN:prosted,VBZ:prost,JJ:prostic,NN:prost,NNS:prosts
conal	-11.639398845182871	VB:conal,VBD:conal,VBG:conal,VBN:conal,VBZ:conaled,JJ:conal,NN:conal,NNS:conal
laten	-11.695257980250222	VB:laten,VBD:lated,VBG:latening,VBN:lated,VBZ:latens,JJ:lateny,NN:laten,NNS:latens
stord	-11.758275041683827	VB:stord,VBD:stord,VBG:stord,VBN:stord,VBZ:stord,JJ:stord,NN:stord,NNS:stords
tiony	-11.801794932719654	VB:tiony,VBD:tioned,VBG:tioning,VBN:tioned,VBZ:tions,JJ:tiony,NN:tiony,NNS:tiony
tiond	-11.801794932719654	VB:tiond,VBD:tiond,VBG:tiond,VBN:tiond,VBZ:tiond,JJ:tiond,NN:tiond,NNS:tiond
stion	-11.805693999678732	VB:stion,VBD:stioned,VBG:sting,VBN:stioned,VBZ:stioned,JJ:stic,NN:stion,NNS:stioned
matic	-11.837082115241222	VB:matic,VBD:maticked,VBG:maticking,VBN:maticked,VBZ:maticks,JJ:maticed,NN:maticed,NNS:maticed
squic	-11.892692468591976	VB:squic,VBD:squicked,VBG:squicking,VBN:squicked,VBZ:squicks,JJ:squiced,NN:squiced,NNS:squiced
batet	-11.898678167517932	VB:batet,VBD:batet,VBG:bateting,VBN:batet,VBZ:batets,JJ:batet,NN:batet,NNS:batets
tatel	-11.913907980893185	VB:tatel,VBD:tatel,VBG:tateling,VBN:tateled,VBZ:tateles,JJ:tately,NN:tateler,NNS:tatelers
strol	-11.973236474882045	VB:strol,VBD:stroled,VBG:stroling,VBN:stroled,VBZ:strols,JJ:strol,NN:strol,NNS:strols
pente	-11.980221667298016	VB:pente,VBD:pente,VBG:penteing,VBN:pente,VBZ:pente,JJ:pented,NN:pente,NNS:pente
quith	-12.007576106476327	VB:quith,VBD:quithed,VBG:quithing,VBN:quithed,VBZ:quiths,JJ:quith,NN:quith,NNS:quiths
poste	-12.153530292135596	VB:poste,VBD:poste,VBG:posting,VBN:poste,VBZ:posts,JJ:posty,NN:post,NNS:posts
coment	-12.158523921821377	VB:coment,VBD:coment,VBG:coment,VBN:coment,VBZ:coment,JJ:comenty,NN:coment,NNS:coment
brate	-12.196949796342333	VB:brate,VBD:brat,VBG:brat,VBN:brat,VBZ:brat,JJ:brat,NN:brat,NNS:brat
siver	-12.205774366607157	VB:siver,VBD:sived,VBG:siving,VBN:sived,VBZ:sives,JJ:siving,NN:sive,NNS:sives
colog	-12.222050277521339	VB:colog,VBD:cologged,VBG:cologging,VBN:cologged,VBZ:cologs,JJ:colog,NN:colog,NNS:cologs
ressm	-12.314869736069607	VB:ressm,VBD:ressmd,VBG:ressming,VBN:ressmd,VBZ:ressms,JJ:ressm,NN:ressm,NNS:ressms
prock	-12.32288073057184	VB:prock,VBD:procked,VBG:procking,VBN:procked,VBZ:procks,JJ:procky,NN:prock,NNS:procks
prote	-12.3405827323053	VB:prote,VBD:prote,VBG:proteing,VBN:prote,VBZ:prote,JJ:proted,NN:prote,NNS:prote
preau	-12.378090220098803	VB:preau,VBD:preau,VBG:preau,VBN:preau,VBZ:preau,JJ:preau,NN:preau,NNS:preau
swort	-12.38979777337313	VB:swort,VBD:swort,VBG:swort,VBN:swort,VBZ:swort,JJ:swort,NN:swort,NNS:swort
stione	-12.46115680910144	VB:stione,VBD:stiones,VBG:stione,VBN:stione,VBZ:stione,JJ:stione,NN:stionee,NNS:stione
quish	-12.467007725113625	VB:quish,VBD:quished,VBG:quishing,VBN:quished,VBZ:quishes,JJ:quish,NN:quish,NNS:quishes
sherk	-12.477809349101838	VB:sherk,VBD:sherked,VBG:sherking,VBN:sherked,VBZ:sherks,JJ:sherk,NN:sherk,NNS:sherks
sureg	-12.491528930709817	VB:sureg,VBD:sureged,VBG:sureging,VBN:sureged,VBZ:sureges,JJ:sureg,NN:sureg,NNS:sureges
caterr	-12.506233909433368	VB:caterr,VBD:caterred,VBG:caterring,VBN:caterred,VBZ:caterrs,JJ:caterry,NN:caterr,NNS:caterrs
sparn	-12.512558049521637	VB:sparn,VBD:sparned,VBG:sparning,VBN:sparned,VBZ:sparns,JJ:sparny,NN:sparny,NNS:sparnys
fulay	-12.528627435785136	VB:fulay,VBD:fulayed,VBG:fulaying,VBN:fulayed,VBZ:fulays,JJ:fulay,NN:fulay,NNS:fulays
iment	-12.660883114882338	VB:iment,VBD:iment,VBG:iment,VBN:iment,VBZ:iment,JJ:imenty,NN:iment,NNS:iment
trona	-12.66976238291824	VB:trona,VBD:tronad,VBG:tronaing,VBN:tronad,VBZ:tronas,JJ:trona,NN:trona,NNS:tronas
